,activityName,exitId,avaliable
340,com.taobao.trip.doraemon.testcase.biz.home.HomeBizMtopCheckActivity,0,0
341,com.taobao.trip.doraemon.testcase.biz.home.PoplayerCheckActivity,0,0
342,com.taobao.trip.doraemon.app.appinfo.AppInfoHomeActivity,0,0
343,com.taobao.trip.doraemon.app.appinfo.bundle.BundleListActivity,0,0
344,com.taobao.trip.doraemon.app.appinfo.bundle.BundleDetailActivity,0,0
345,com.taobao.trip.doraemon.app.appinfo.explorer.FileListActivity,0,0
346,com.taobao.trip.doraemon.app.dropbox.DropboxCrashListActivity,0,0
347,com.taobao.trip.doraemon.app.dropbox.DropboxHomeActivity,0,0
348,com.taobao.trip.doraemon.app.render.RenderHomeActivity,0,0
349,com.taobao.trip.doraemon.gui.GuiCaseHomeActivity,0,0
350,com.taobao.trip.doraemon.gui.recordanimation.RecordAnimationActivity,0,0
351,com.taobao.trip.doraemon.gui.panoimageview.PanoImageHomeActivity,0,0
352,com.taobao.trip.doraemon.gui.panoimageview.RecyclerViewSampleActivity,0,0
353,com.taobao.trip.doraemon.gui.panoimageview.VerticalSampleActivity,0,0
354,com.taobao.trip.doraemon.gui.panoimageview.HorizontalSampleActivity,0,0
355,com.taobao.trip.doraemon.gui.panoimageview.LoadImageUrlActivity,0,0
356,com.taobao.trip.doraemon.gui.svganimation.SvgAnimationActivity,0,0
357,com.taobao.trip.doraemon.gui.lottie.LottieHomeActivity,0,0
358,com.taobao.trip.doraemon.gui.lottie.FontActivity,0,0
359,com.taobao.trip.doraemon.gui.lottie.AnimationActivity,0,0
360,com.taobao.trip.doraemon.gui.lottie.AppIntroActivity,0,0
361,com.taobao.trip.doraemon.DoraemonHomeActivity,0,0
362,com.taobao.trip.doraemon.TestCenterActivity,0,0
363,com.taobao.trip.doraemon.testcase.biz.commonui.CommonuiDemoActivity,0,0
364,com.taobao.trip.doraemon.testcase.biz.commonui.fliggy.titlebar.CommonuiDemoTitleBarActivity,0,0
365,com.taobao.trip.doraemon.testcase.biz.commonui.CommonuiDemoSearchBoxActivity,0,0
366,com.taobao.trip.doraemon.testcase.biz.commonui.CommonuiDemoToastActivity,0,0
367,com.taobao.trip.doraemon.testcase.biz.commonui.CommonuiDemoLabelViewActivity,0,0
368,com.taobao.trip.doraemon.testcase.biz.commonui.CommonuiDemoRefreshActivity,0,0
369,com.taobao.trip.doraemon.testcase.biz.commonui.CommonuiDemoPageActivity,0,0
370,com.taobao.trip.doraemon.testcase.biz.commonui.fliggy.FliggyDemoDialogActivity,0,0
371,com.taobao.trip.doraemon.testcase.biz.commonui.fliggy.FliggyDemoAutoTagViewActivity,0,0
372,com.taobao.trip.doraemon.testcase.biz.commonui.fliggy.FliggyDemoPhotoBrowserActivity,0,0
